lga_code_2016,lga_name_2016,did_not_go_to_schoolool_indig_f,did_not_go_to_schoolool_indig_m,did_not_go_to_school_non_indig_f,did_not_go_to_school_non_indig_m,did_not_go_to_school_indig_stat_notstated_f,did_not_go_to_school_indig_stat_notstated_m,y8_below_indig_f,y8_below_indig_m,y8_below_non_indig_f,y8_below_non_indig_m,y8_below_indig_stat_notstated_f,y8_below_indig_stat_notstated_m,y10_equiv_indig_f,y10_equiv_indig_m,y10_equiv_non_indig_f,y10_equiv_non_indig_m,y10_equiv_indig_stat_notstated_f,y10_equiv_indig_stat_notstated_m,y12_equiv_indig_f,y12_equiv_indig_m,y12_equiv_non_indig_f,y12_equiv_non_indig_m,y12_equiv_indig_stat_notstated_f,y12_equiv_indig_stat_notstated_m
32770,Doomadgee,3,3,0,0,0,0,37,62,0,0,0,0,209,158,7,3,0,0,44,32,21,28,0,0
32810,Douglas,0,3,3,4,0,3,27,30,110,165,4,8,83,79,770,1012,15,17,102,83,2192,1979,17,10
33100,Etheridge,0,0,5,4,0,0,4,7,26,43,0,0,0,4,85,113,3,3,0,0,85,76,0,3
33200,Flinders (Qld),0,3,7,3,0,0,5,9,54,73,3,3,8,8,154,187,0,4,8,11,218,170,3,4
33220,Fraser Coast,8,9,118,157,5,4,87,100,2999,3265,58,45,390,348,13086,12028,110,126,418,307,14218,12171,112,89
33360,Gladstone,0,3,43,66,0,0,39,46,945,1079,19,7,244,218,5574,6644,53,46,298,257,9997,9222,57,40
33430,Gold Coast,23,24,746,658,13,13,129,133,6828,6069,103,80,865,833,47890,44373,374,291,1404,1190,121257,109527,633,579
33610,Goondiwindi,4,0,7,16,0,0,20,18,265,338,11,6,53,50,940,1115,14,19,49,38,1723,1358,17,16
33620,Gympie,4,4,52,66,0,0,50,52,1403,1643,17,20,161,148,5989,5936,61,61,147,141,7115,5902,75,62
33800,Hinchinbrook,3,4,17,23,0,0,23,24,494,497,10,10,43,39,1230,1217,15,12,54,55,1473,1480,8,12
33830,Hope Vale,0,3,0,0,0,0,30,43,0,0,0,0,78,95,0,7,0,0,73,60,7,7,0,0
33960,Ipswich,17,13,466,405,9,3,165,166,3975,3585,46,54,640,607,16391,16287,144,125,1047,833,34999,31317,189,184
33980,Isaac,0,0,6,19,0,0,11,13,179,313,0,5,61,68,1390,2120,22,30,87,71,3275,2978,24,21
34420,Kowanyama,4,0,0,0,0,0,43,40,0,0,0,0,119,100,5,15,0,0,56,39,21,26,0,0
34530,Livingstone,3,3,20,31,0,0,24,28,805,867,8,13,127,105,3678,4000,49,53,169,160,5936,5011,47,34
34570,Lockhart River,10,6,0,0,0,0,27,21,0,3,0,0,44,58,6,5,0,0,47,32,15,12,0,0
34580,Lockyer Valley,3,0,45,85,3,7,36,39,1156,1326,20,25,105,115,3975,4177,38,48,131,102,6141,4873,74,60
34590,Logan,21,17,1300,1141,21,7,176,200,5539,5333,85,70,810,751,26197,26315,218,215,1216,984,55522,50258,303,310
40520,Berri and Barmera,3,3,45,27,0,3,14,17,339,388,10,0,41,29,726,806,9,7,21,30,1465,1228,12,9
40700,Burnside,0,0,67,43,0,0,3,3,487,305,3,7,4,9,1530,979,12,17,32,16,12918,11973,66,55
40910,Campbelltown (SA),0,0,340,207,3,0,12,4,1688,1234,13,12,22,18,2330,2041,17,20,49,39,11924,11112,69,60
37400,Winton,0,0,0,7,0,0,4,3,23,40,0,0,3,11,102,157,0,3,13,5,180,122,0,0
41010,Ceduna,0,0,4,3,0,0,19,13,56,81,0,0,33,38,196,216,6,7,66,22,396,314,4,3
41060,Charles Sturt,4,3,795,518,10,9,32,31,3729,2647,50,28,107,106,5781,5249,73,48,213,167,24409,23256,136,131
37550,Woorabinda,0,3,0,0,0,0,36,24,0,0,0,0,121,97,3,7,0,0,52,38,11,16,0,0
41330,Coober Pedy,12,0,3,7,0,0,7,5,25,71,0,0,23,23,66,129,0,7,21,13,207,236,3,3
41560,Copper Coast,0,0,4,12,0,0,3,7,417,479,15,10,34,23,1256,1309,12,15,33,23,1787,1352,17,17
41750,Elliston,0,0,0,0,0,0,0,0,16,39,0,0,0,4,68,110,0,0,7,3,157,137,3,0
42750,Kangaroo Island,0,0,4,4,0,0,0,3,77,116,0,5,3,3,317,387,3,11,5,5,819,643,9,8
37570,Wujal Wujal,0,0,0,0,0,0,18,17,0,0,0,0,29,22,0,4,0,0,28,19,4,5,0,0
37600,Yarrabah,7,6,0,0,0,0,50,56,0,4,0,0,251,278,0,4,0,0,195,198,10,15,0,0
42110,Goyder,0,0,3,3,0,0,3,0,116,139,3,3,9,8,287,355,5,4,8,6,590,467,3,3
40070,Adelaide,0,0,29,40,0,0,4,4,119,118,0,3,18,10,455,470,9,4,34,29,7457,7460,37,31
40120,Adelaide Hills,0,0,28,21,0,0,3,7,377,374,11,4,12,16,1701,1866,20,15,32,32,9229,8462,55,72
40220,Alexandrina,0,0,14,22,0,0,3,6,443,490,8,14,26,22,2093,2052,29,19,45,40,4414,3762,38,26
40250,Anangu Pitjantjatjara,27,33,0,0,0,0,86,83,0,3,0,0,155,154,11,17,0,0,118,88,87,57,3,0
40310,Barossa,0,0,14,18,0,0,6,11,602,505,11,10,11,16,1564,1626,23,14,25,13,4145,3458,33,28
40430,Barunga West,0,0,0,0,0,0,0,3,82,112,3,0,0,3,206,230,0,3,3,4,329,275,0,3
41190,Cleve,0,0,5,3,0,0,0,0,60,58,0,0,3,0,98,110,0,7,0,0,272,215,0,3
41830,Flinders Ranges,3,0,0,5,0,0,11,8,37,50,3,0,13,14,124,128,0,0,21,8,227,152,0,3
41960,Franklin Harbour,0,0,0,0,0,0,0,0,41,47,3,0,0,0,116,128,0,0,3,0,157,135,3,0
42030,Gawler,3,0,28,25,0,0,16,4,544,485,9,10,20,22,1701,1630,22,20,47,28,3974,3218,31,21
42600,Holdfast Bay,3,0,59,86,4,0,5,5,513,383,3,3,13,20,2096,1635,18,9,51,38,8914,8025,40,33
43080,Karoonda East Murray,0,0,0,0,0,0,0,0,46,60,0,0,0,0,72,113,0,5,0,3,151,97,0,0
43220,Kimba,0,0,0,0,0,0,0,0,33,51,0,0,0,0,48,71,0,0,0,4,165,128,0,3
43360,Kingston (SA),0,0,0,0,0,0,0,0,70,80,5,4,5,3,186,224,0,5,3,3,332,257,5,3
43650,Light (RegC),0,0,8,9,0,0,0,3,200,255,3,0,12,8,923,1051,4,3,14,14,2552,2063,15,14
43710,Lower Eyre Peninsula,0,0,6,5,0,0,0,0,64,111,3,3,7,3,295,415,3,4,14,9,845,643,16,9
43790,Loxton Waikerie,0,0,20,17,0,0,3,8,387,446,8,3,21,17,841,991,10,16,22,10,1533,1232,12,9
43920,Mallala,0,0,9,11,0,0,0,10,149,211,3,3,10,14,667,814,5,6,24,20,1250,967,9,13
44000,Maralinga Tjarutja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
44060,Marion,0,11,273,205,3,0,18,23,1800,1281,28,19,73,54,4965,4343,48,34,129,123,20903,18655,112,102
44210,Mid Murray,0,3,10,7,0,0,4,7,248,319,3,7,13,21,694,882,9,15,14,17,1100,925,10,11
44340,Mitcham,0,0,114,74,0,4,10,11,825,594,10,5,20,26,2667,2194,15,19,71,57,17510,15865,80,82
44550,Mount Barker,4,0,16,17,3,0,3,0,395,378,10,6,18,25,1864,1919,23,29,41,38,7133,5739,48,39
44620,Mount Gambier,0,0,61,69,0,0,7,12,761,759,11,10,35,31,1822,1902,20,15,68,25,3972,3025,23,14
44830,Mount Remarkable,0,0,3,0,0,0,0,10,79,107,0,3,3,3,201,236,6,12,10,7,414,292,3,3
45040,Murray Bridge,0,3,44,55,0,0,18,17,689,691,13,11,67,54,1562,1637,21,14,86,61,2891,2393,26,23
45090,Naracoorte and Lucindale,0,0,29,126,0,3,3,3,174,200,3,6,8,10,491,654,8,10,12,3,1267,1073,9,13
45120,Northern Areas,0,0,0,3,0,0,3,3,116,133,3,0,7,8,319,378,3,0,10,3,708,562,10,3
45290,Norwood Payneham St Peters,0,6,169,98,3,0,3,4,918,599,12,4,4,11,1252,1008,9,11,42,28,10101,9174,34,47
45340,Onkaparinga,4,9,145,154,10,3,43,29,2358,2112,56,36,160,158,11693,11339,106,93,298,222,31538,27258,192,182
45400,Orroroo/Carrieton,0,0,0,3,0,0,0,0,28,37,0,0,0,0,69,66,0,0,3,0,135,94,3,3
45540,Peterborough,0,0,3,4,0,0,0,3,71,71,0,0,4,5,144,161,4,9,8,3,178,138,0,4
45680,Playford,3,11,584,416,16,6,49,54,1817,1764,27,34,210,197,6305,6326,73,65,284,210,12480,10830,89,83
45890,Port Adelaide Enfield,6,7,1048,999,17,15,54,70,3536,2776,61,27,189,173,6067,5981,45,53,271,207,25344,23772,119,137
46090,Port Augusta,12,15,15,17,0,0,73,76,283,263,4,6,192,171,786,817,8,12,175,85,1554,1185,10,10
46300,Port Lincoln,0,3,15,6,0,4,16,19,345,344,4,4,59,41,945,1061,6,11,52,48,2166,1652,6,8
46450,Port Pirie City and Dists,3,0,22,22,0,0,17,14,645,602,13,13,52,43,1283,1361,11,21,34,22,2239,1806,12,15
46510,Prospect,0,3,84,107,0,3,3,3,418,293,8,9,7,17,699,689,7,3,22,25,5429,5280,17,23
46670,Renmark Paringa,0,0,60,59,0,0,7,12,326,313,6,9,21,15,723,759,6,9,11,10,1242,1067,8,21
46860,Robe,0,0,0,0,0,0,0,0,14,33,0,0,0,0,85,128,0,3,0,4,267,190,0,0
46970,Roxby Downs,0,0,0,4,0,0,0,5,12,10,0,0,8,12,155,305,4,0,3,13,624,627,4,4
47140,Salisbury,6,3,1547,1135,15,8,43,68,3516,3018,41,34,218,169,8644,8797,75,67,283,223,23596,22298,130,144
47290,Southern Mallee,0,0,0,4,0,0,3,0,62,55,0,0,4,5,130,187,0,0,4,3,293,241,3,0
47490,Streaky Bay,0,0,0,4,0,0,0,0,40,76,0,0,0,0,134,189,0,0,4,0,310,277,3,0
47630,Tatiara,0,0,8,47,0,0,0,0,146,194,3,5,10,3,383,540,10,6,3,11,979,804,14,5
47700,Tea Tree Gully,0,6,139,108,3,3,18,16,1698,1303,24,16,57,71,6383,5866,53,45,132,92,20218,18507,86,95
47800,The Coorong,0,0,3,6,0,0,13,11,163,200,3,0,16,29,375,480,5,3,27,12,688,549,5,8
47910,Tumby Bay,0,0,0,5,0,0,6,3,88,95,3,3,5,4,182,213,3,0,3,3,406,307,4,6
47980,Unley,0,0,97,71,0,0,7,3,633,354,12,4,9,7,1349,872,15,3,28,40,11135,10152,46,44
48050,Victor Harbor,0,0,12,15,0,0,5,4,363,349,5,8,14,17,1481,1227,17,9,15,14,2380,2054,32,15
48130,Wakefield,0,0,3,11,0,0,3,0,191,209,4,3,7,15,469,558,0,3,14,13,949,749,11,9
48540,Whyalla,0,3,33,36,3,0,30,20,463,454,11,13,74,75,1490,1491,14,18,94,49,3024,2721,21,36
50770,Boyup Brook,0,0,0,0,0,0,0,0,25,32,0,0,0,0,181,203,3,3,4,0,283,234,3,0
51960,Coolgardie,0,0,5,3,0,0,11,12,21,54,0,0,46,48,308,420,3,7,20,21,381,357,3,4
52030,Coorow,0,0,0,0,0,0,0,0,13,13,0,0,0,3,139,195,0,0,3,3,124,139,3,0
50080,Albany,0,3,38,38,0,0,20,30,533,629,4,10,100,107,3616,3877,35,37,84,90,6553,5159,45,37
50210,Armadale,3,3,194,163,0,9,26,34,745,751,11,13,186,196,6601,7160,48,46,194,147,15537,13822,62,54
50250,Ashburton,8,11,3,23,0,0,12,22,19,67,0,0,74,160,463,1690,8,23,86,111,1224,3259,9,29
50280,Augusta-Margaret River,0,0,8,10,0,0,0,0,97,101,0,3,9,20,988,1239,10,16,29,21,3120,2572,18,18
50350,Bassendean,3,0,39,39,0,0,7,7,269,222,3,3,35,49,1135,1168,10,3,47,26,3362,3045,17,4
50420,Bayswater,3,7,315,249,0,0,16,19,1216,1002,11,12,80,61,4095,4165,27,25,112,109,15897,15450,70,63
50490,Belmont,4,7,170,218,0,4,29,18,688,575,13,10,92,88,2416,2626,18,20,115,96,8664,8726,33,41
50560,Beverley,0,0,4,0,0,0,0,0,22,38,0,0,8,16,180,215,5,4,4,0,245,218,5,7
50630,Boddington,0,0,0,0,0,0,0,3,19,23,0,0,11,15,175,223,7,4,7,8,262,245,4,0
48260,Walkerville,0,0,13,19,0,0,3,0,101,77,0,0,3,0,246,210,6,3,4,6,2109,2050,19,16
48340,Wattle Range,0,0,10,4,0,0,3,4,328,394,0,11,19,20,795,1028,18,14,18,7,1673,1252,21,11
48410,West Torrens,0,0,305,185,3,7,9,5,1569,1104,21,8,39,35,2564,2499,29,15,87,74,14368,13686,57,61
48640,Wudinna,0,0,0,0,0,0,0,0,17,39,0,0,0,3,74,104,0,0,3,0,187,135,0,5
48750,Yankalilla,0,0,4,9,0,0,0,3,81,115,0,0,8,0,421,429,3,0,9,6,888,743,10,8
48830,Yorke Peninsula,0,0,6,7,0,0,12,20,341,427,8,9,25,20,896,1076,11,11,21,18,1487,1220,27,16
49399,Unincorporated SA,0,6,0,6,0,0,30,62,36,84,0,3,45,62,122,279,3,5,43,41,356,460,7,3
50840,Bridgetown-Greenbushes,0,0,5,4,0,0,0,3,56,74,0,3,6,10,528,556,4,0,12,4,812,664,7,5
50910,Brookton,0,0,0,3,0,0,3,5,5,27,0,0,7,11,106,87,0,3,6,6,127,130,3,7
50980,Broome,22,20,11,7,0,0,103,84,68,94,3,0,370,336,666,1018,9,7,492,394,2499,2049,18,8
51260,Busselton,0,0,27,60,0,0,9,9,392,450,8,0,57,48,3529,3574,32,27,59,42,6742,5640,51,39
51310,Cambridge,0,0,30,11,0,0,0,0,184,106,0,3,6,3,1085,767,6,4,15,12,7748,7467,23,27
51330,Canning,0,5,344,275,4,0,10,11,1200,899,12,10,101,63,4901,4836,19,32,95,105,23086,23450,85,76
51400,Capel,0,0,14,10,0,0,9,4,105,131,0,0,46,39,1493,1717,10,11,34,26,3082,2469,12,11
51470,Carnamah,0,0,0,0,0,0,0,0,10,14,0,0,3,0,56,76,0,0,3,0,76,87,0,0
51540,Carnarvon,10,7,11,16,0,0,28,24,82,130,0,0,122,97,357,480,3,10,56,57,700,618,11,8
51610,Chapman Valley,0,0,0,3,0,0,0,0,5,19,0,0,12,0,112,165,0,0,3,5,226,181,3,0
52380,Cue,0,0,0,0,0,0,0,0,0,9,0,0,3,7,16,15,0,0,0,4,20,24,0,0
52450,Cunderdin,0,0,0,0,0,0,0,0,24,29,0,0,6,7,139,136,0,0,0,3,200,237,0,4
51080,Broomehill-Tambellup,0,0,0,3,0,0,6,11,15,23,0,0,12,16,83,98,3,0,10,3,165,157,0,0
51120,Bruce Rock,0,0,0,0,0,0,0,6,17,26,0,0,3,3,83,116,0,4,3,0,143,137,3,0
51190,Bunbury,7,0,49,54,0,0,17,16,608,525,15,11,136,111,3508,3492,45,26,70,72,5347,4401,29,32
51680,Chittering,0,0,6,4,0,0,0,0,35,72,0,0,7,9,550,641,5,7,3,3,873,693,12,6
51750,Claremont,0,0,9,3,0,0,0,0,32,21,0,0,0,0,408,260,3,0,8,9,3137,2831,10,16
51820,Cockburn,4,6,296,221,0,7,32,20,1574,1385,11,18,146,125,7380,7963,60,62,201,151,23035,20727,95,99
51890,Collie,0,0,5,3,0,0,0,12,139,189,6,3,34,44,1007,1110,7,8,19,17,1054,769,6,13
52520,Dalwallinu,0,0,0,0,0,0,0,3,29,24,0,0,11,7,107,129,0,4,3,4,243,264,0,0
52590,Dandaragan,0,0,0,0,0,0,0,0,57,82,0,0,8,8,335,424,5,3,12,3,494,426,0,8
52100,Corrigin,0,0,0,0,0,0,0,0,15,28,3,0,3,0,103,121,3,0,4,0,159,164,4,0
52170,Cottesloe,0,0,0,0,0,0,0,0,41,25,0,0,4,0,220,171,3,0,10,4,2351,2297,5,15
52240,Cranbrook,0,0,0,0,0,0,0,0,16,32,0,0,0,3,104,129,3,3,3,4,166,166,0,0
52310,Cuballing,0,0,0,0,0,0,0,0,6,28,0,0,0,3,84,107,0,0,0,0,118,114,0,0
52660,Dardanup,0,0,10,13,0,0,5,4,145,190,3,0,22,23,1490,1659,11,10,31,19,2219,1807,21,11
52730,Denmark,0,0,0,5,0,0,0,0,50,60,0,0,13,3,522,560,3,4,15,13,1184,1029,15,9
52800,Derby-West Kimberley,79,81,0,5,0,0,109,135,8,36,0,0,446,428,179,266,0,8,402,319,565,465,3,3
52870,Donnybrook-Balingup,0,0,12,11,0,0,3,3,59,103,0,4,15,15,636,741,11,15,10,12,954,737,12,10
64210,Meander Valley,0,0,15,19,0,0,4,13,369,388,6,8,77,68,2547,2687,14,22,56,44,2768,2191,29,36
64610,Northern Midlands,0,0,13,24,0,0,4,5,249,271,0,4,31,44,1683,1905,15,15,33,17,1690,1260,13,4
52940,Dowerin,0,0,0,0,0,0,0,0,10,12,0,0,0,0,88,76,0,0,3,4,95,100,0,3
53010,Dumbleyung,0,0,0,0,0,0,4,0,13,10,0,0,0,0,47,63,0,0,4,0,122,128,0,0
53080,Dundas,0,0,0,0,0,0,0,3,14,13,0,3,12,10,78,95,3,0,3,0,70,82,3,0
53990,Harvey,3,3,25,33,0,0,8,8,309,365,3,8,78,59,2670,3046,21,24,50,41,4198,3358,23,21
53150,East Fremantle,0,0,7,9,0,0,0,0,79,63,0,0,0,0,331,312,3,0,5,5,2121,1903,14,10
53220,East Pilbara,28,19,0,9,0,3,53,75,18,40,0,0,180,236,350,1081,11,21,172,192,955,1965,14,19
53290,Esperance,3,3,5,12,0,0,7,8,167,226,9,8,57,44,1190,1440,14,21,38,25,2171,1796,27,22
53360,Exmouth,0,0,0,0,0,0,0,0,14,30,0,0,3,3,206,315,3,6,4,5,490,416,3,5
53430,Fremantle,0,3,90,67,0,0,8,9,593,432,3,5,40,40,1565,1630,16,14,49,49,7746,6854,36,42
53570,Gingin,0,0,10,19,0,0,3,0,69,107,4,0,11,11,575,700,11,3,12,9,787,669,8,8
53640,Gnowangerup,0,0,0,7,0,0,0,4,8,14,0,0,11,18,107,131,0,0,3,5,189,197,0,0
54060,Irwin,0,0,3,8,0,0,0,3,54,89,0,0,17,12,423,453,0,6,3,3,510,412,8,0
54130,Jerramungup,0,0,0,3,0,0,0,0,9,12,0,0,0,3,68,118,0,3,3,3,202,190,0,0
54170,Joondalup,3,0,132,116,0,0,4,12,1179,914,17,15,77,86,11286,11238,81,76,145,135,37396,35087,157,164
54280,Kalgoorlie/Boulder,7,6,25,39,0,0,26,50,237,305,3,8,266,190,2197,3012,23,20,174,113,4628,4318,26,24
54310,Karratha,12,11,6,14,0,0,43,67,68,77,3,5,281,245,942,1718,13,19,219,203,3306,3360,20,28
54200,Kalamunda,3,3,98,93,0,3,8,4,596,624,9,12,86,82,4829,5244,33,35,119,94,11848,10463,49,38
55950,Mukinbudin,0,0,0,0,0,0,3,0,10,10,0,0,0,3,58,75,0,0,0,0,79,71,0,0
64810,Sorell,3,3,9,18,0,0,4,14,197,224,6,5,77,91,1820,1924,17,18,44,49,2098,1703,15,12
53710,Goomalling,0,0,0,0,0,0,4,0,26,21,0,0,3,3,92,118,0,0,4,0,160,146,0,0
53780,Gosnells,10,8,633,613,3,3,39,49,1719,1657,13,20,267,193,8753,9344,70,46,261,198,23435,22565,105,96
53800,Greater Geraldton,10,7,51,53,3,4,71,77,554,690,11,9,346,276,3271,3756,25,40,337,254,5839,4699,36,31
53920,Halls Creek,44,33,0,4,0,0,108,103,0,13,0,0,232,175,41,47,4,3,111,96,162,138,0,0
54340,Katanning,3,0,61,85,3,0,7,14,102,122,0,3,29,18,315,352,8,6,20,22,510,464,9,0
54410,Kellerberrin,0,0,3,5,0,0,9,0,27,45,0,0,3,9,132,141,0,0,4,0,157,139,0,0
54900,Lake Grace,0,0,3,4,0,0,0,0,13,22,0,0,0,3,102,143,3,0,0,3,215,213,3,0
55880,Mount Marshall,0,0,0,0,0,0,0,0,6,10,0,0,0,3,40,56,0,0,0,0,98,94,0,0
71000,Darwin,20,21,231,186,8,3,146,142,883,859,15,21,450,396,3119,4036,37,43,685,554,17301,16868,103,105
54480,Kent,0,0,0,0,0,0,0,0,4,8,0,0,0,0,35,65,0,0,0,0,91,97,0,0
54550,Kojonup,0,0,0,0,0,0,0,0,24,34,0,0,12,7,148,218,3,3,4,4,351,318,0,4
56620,Ngaanyatjarraku,0,5,0,0,0,0,167,122,0,0,0,0,63,57,16,11,0,0,42,35,50,41,0,0
71300,East Arnhem,60,61,0,0,0,0,506,517,0,5,0,0,517,512,22,27,0,0,650,522,155,132,0,0
54620,Kondinin,0,0,0,0,0,0,4,3,7,20,0,0,5,3,65,114,0,0,0,0,145,135,3,0
54690,Koorda,0,0,0,0,0,0,0,0,4,19,0,0,0,0,38,52,0,0,0,0,66,57,0,0
54760,Kulin,0,0,3,0,0,0,0,0,8,18,0,0,6,0,61,70,0,0,3,3,139,153,0,0
54830,Kwinana,3,3,74,47,0,0,25,21,364,406,7,5,118,86,3059,3376,14,26,85,86,7040,6251,29,27
54970,Laverton,0,0,0,4,0,0,13,8,3,15,5,0,33,41,36,117,0,0,10,10,75,224,0,3
56790,Northampton,0,0,3,0,0,0,5,7,49,78,0,0,13,17,350,454,6,6,13,13,469,412,7,3
72200,Katherine,41,42,3,5,0,0,76,86,62,104,0,3,191,172,401,542,11,11,121,92,1248,1160,15,21
72300,Litchfield,4,5,27,36,0,0,39,46,170,270,9,3,107,141,1335,2414,21,41,184,157,3114,3209,40,38
55040,Leonora,0,5,3,3,0,0,10,4,9,8,0,0,17,18,52,131,0,3,13,11,140,242,3,0
55110,Mandurah,4,0,79,77,0,3,26,29,1264,1237,23,20,176,156,8994,8549,76,60,177,135,13616,11810,95,68
55180,Manjimup,0,0,24,28,0,0,10,0,154,190,4,5,30,23,858,1068,11,14,28,23,1389,1191,8,10
55250,Meekatharra,0,0,0,0,0,0,11,9,4,10,0,0,49,28,39,95,0,3,14,9,95,148,0,0
55320,Melville,5,3,146,122,0,0,15,11,1100,765,15,3,49,51,6142,5031,45,40,93,96,26603,24878,106,107
55390,Menzies,4,10,0,0,0,0,7,12,0,3,0,0,24,23,8,50,0,0,15,16,31,72,0,4
55460,Merredin,0,0,4,19,0,0,4,3,51,68,0,0,29,27,269,357,0,0,12,13,512,504,0,0
55530,Mingenew,0,0,0,0,0,0,0,0,6,11,0,0,0,3,31,55,0,0,9,0,68,72,0,0
56090,Mundaring,3,0,31,33,0,0,8,14,360,379,0,0,63,69,3238,3586,30,18,77,67,7599,6456,44,39
56930,Peppermint Grove,0,0,0,0,0,0,0,0,0,3,0,0,3,0,33,37,0,0,3,0,500,430,6,3
55600,Moora,0,0,0,0,0,3,7,5,33,44,0,0,26,23,173,230,0,0,17,19,365,332,11,0
57210,Plantagenet,0,0,13,26,0,0,4,3,67,93,0,0,19,15,506,558,8,5,13,7,815,711,4,5
57280,Port Hedland,31,15,12,11,0,0,53,44,48,67,5,0,255,225,621,1118,12,14,201,197,2106,2006,16,20
57350,Quairading,0,0,0,0,0,0,4,4,15,27,0,0,12,13,119,110,8,0,4,0,127,122,3,0
57420,Ravensthorpe,0,0,0,6,0,0,4,3,25,33,0,0,4,0,129,229,0,3,3,0,270,257,3,5
57490,Rockingham,7,15,121,77,0,4,31,31,1206,1111,18,15,240,220,11385,11919,94,69,272,251,22011,19249,112,109
55670,Morawa,0,0,0,0,0,0,0,3,11,14,0,0,14,18,34,59,0,0,8,6,110,99,0,0
65010,Southern Midlands,0,0,4,3,0,0,8,16,86,151,3,4,44,47,729,896,15,8,29,19,669,544,6,8
65210,Tasman,0,0,0,0,0,0,3,4,25,71,0,0,16,21,270,310,5,5,10,7,343,276,0,3
65410,Waratah/Wynyard,0,0,13,26,0,0,14,19,273,351,6,4,133,135,1793,1915,22,31,89,60,1603,1192,21,10
65610,West Coast,0,0,4,5,0,0,3,15,71,88,0,0,35,47,572,633,6,13,20,18,392,368,5,6
65810,West Tamar,0,0,23,27,0,3,4,11,266,342,3,11,63,57,2707,2840,26,39,57,45,3777,3148,20,22
56860,Nungarin,0,0,0,0,0,0,0,0,3,0,0,0,3,0,34,27,3,3,0,0,33,37,0,0
70200,Alice Springs,75,68,17,29,0,0,268,207,152,200,7,4,350,245,1020,1281,20,27,353,272,4644,3740,32,29
55740,Mosman Park,0,0,16,10,0,0,0,0,31,30,4,0,3,8,303,264,3,3,5,11,2646,2340,11,7
55810,Mount Magnet,0,0,0,0,0,0,0,4,3,5,0,0,10,11,29,36,0,0,5,0,40,49,0,0
56160,Murchison,0,0,0,0,0,0,0,3,0,3,0,0,6,10,3,6,0,0,3,0,18,15,0,0
56230,Murray,0,4,7,21,0,0,3,4,231,342,4,12,49,38,1900,2089,33,23,34,20,2356,1966,13,22
56300,Nannup,0,0,0,3,0,0,0,0,12,23,0,0,4,5,139,180,0,3,0,0,231,202,4,5
58820,Waroona,0,0,11,12,0,0,3,3,83,83,3,3,14,8,455,521,3,8,6,5,519,449,5,5
56370,Narembeen,0,0,0,3,0,0,0,3,17,18,0,0,5,0,72,99,0,0,0,0,137,128,0,0
58890,West Arthur,0,0,0,3,0,0,0,0,13,19,0,0,3,3,72,103,0,0,0,3,133,125,0,0
56460,Narrogin,0,0,4,6,0,0,8,12,96,87,0,3,38,28,432,484,0,3,25,21,757,648,0,3
56580,Nedlands,0,0,17,9,0,0,0,3,95,61,7,0,0,3,707,454,8,7,9,22,6514,6360,21,25
56730,Northam,0,0,12,15,0,0,22,14,151,186,4,6,73,58,1088,1206,16,9,36,43,1534,1232,9,16
57630,Sandstone,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,21,0,0,0,0,9,9,0,0
57700,Serpentine-Jarrahdale,0,0,25,22,0,0,3,0,201,256,3,4,34,39,2425,2885,15,13,57,41,4731,3863,16,15
57770,Shark Bay,0,0,0,0,0,0,3,3,3,16,0,0,4,8,81,121,0,0,4,3,147,131,0,0
57840,South Perth,3,0,86,46,0,3,7,5,354,226,4,0,45,39,2123,1646,13,11,58,54,12206,11852,45,38
57910,Stirling,5,11,982,774,3,5,45,34,3645,2900,48,36,216,182,12425,11110,89,83,299,223,53622,50962,230,208
57980,Subiaco,0,0,18,15,0,0,0,4,111,84,0,0,6,8,622,469,7,10,40,33,6344,6125,21,15
58050,Swan,4,16,473,362,6,9,54,55,1715,1531,16,19,328,323,10357,11100,84,88,388,309,26074,23494,129,96
58190,Tammin,0,0,0,0,0,0,4,0,0,12,0,0,11,6,21,36,0,0,0,3,69,62,0,0
58260,Three Springs,0,0,0,0,0,0,0,3,7,10,0,0,4,3,39,62,0,0,0,0,110,75,0,3
57000,Perenjori,0,0,3,4,0,0,0,0,8,6,0,0,5,3,35,91,3,4,5,5,68,128,0,3
57080,Perth,0,0,42,40,0,0,0,0,99,111,0,5,12,22,630,694,0,8,45,41,6657,7302,22,42
57140,Pingelly,0,0,0,0,0,0,4,7,16,31,0,0,25,18,102,135,0,0,6,6,147,118,3,0
58330,Toodyay,0,0,3,0,0,0,0,7,67,88,3,0,11,17,496,584,4,6,8,13,712,622,7,0
74560,Wagait,0,0,0,0,0,0,0,0,4,10,0,0,7,7,29,49,0,0,6,3,96,67,0,3
74660,West Arnhem,70,82,0,0,0,0,219,207,3,10,0,0,318,328,65,96,3,9,308,272,261,254,3,3
58400,Trayning,0,0,0,0,0,0,0,0,13,11,0,0,0,0,31,38,0,0,4,0,33,46,0,0
74680,West Daly,25,28,0,0,0,0,182,173,0,0,0,0,282,236,4,16,0,0,123,111,64,63,0,0
79399,Unincorporated NT,0,3,11,13,0,0,8,12,48,69,3,3,47,56,312,519,8,11,102,83,1131,1155,16,6
58470,Upper Gascoyne,0,0,0,0,0,0,0,3,0,3,0,0,16,12,8,14,0,0,10,3,15,11,0,0
